hs_code,desc,mfn_rate,country,source_file,hs2
7112,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or compounds of precious metal, of a kind mainly used for the recovery of precious metal, excluding goods falling under heading 85.49 .",,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711230,- Ash containing precious metal or precious metal compounds,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711291,"- - of gold, including metal plated with gold, but excluding 
waste containing other precious metal",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711292,"- - Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
7113,"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal .",,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711311,"- - of silver, whether or not gilded or platinized or plated therewith 
other precious metal",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711319,- - Of other precious metal whether or not plated or clad with precious metal,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711320,- Of base metal clad with precious metal,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
7114,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal .",,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711419,- - Of other precious metal whether or not plated or clad with precious metal,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711420,- Of base metal clad with precious metal,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
7115,Other articles of precious metal or of metal clad with precious metal .,,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711510,"- Catalysts in the form of wire cloth or grill, of platinum",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
711810,"- Coin (other than gold coin), not being legal tender",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,71
7201,"Pig iron and spiegeleisen in pigs, blocks or other primary forms .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720110,"- unalloyed pig iron containing no more than 0.5% by weight 
phosphorus",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720120,- Non-alloy pig iron containing by weight more than 0.5 % of phosphorus,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720150,- Alloy pig iron; spiegeleisen,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7202,Ferro-alloys .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720260,- Ferro-nickel,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 %, in lumps, pellets or similar forms .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720310,- Ferrous products obtained by direct reduction of iron ore,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7204,Ferrous waste and scrap; remelting scrap ingots of iron or steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720410,- Waste and scrap of cast iron,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720421,- - Of stainless steeel,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720430,- Waste and scrap of tinned iron or steel,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720521,- - Of alloy steel,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7206,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03) .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7207,Semi-finished products of iron or non-alloy steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720712,"- - Other, of rectangular (other than square) cross-section",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7208,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
720840,"- Not in coils, not further worked than hot-rolled, with patterns in relief",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7209,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7210,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721020,"- Plated or coated with lead, including terne-plate",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721030,- Electrolytically plated or coated with zinc,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721050,- Plated or coated with chromium oxides or with chromium and chromium oxides,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721061,- - Plated or coated with aluminium-zinc alloys,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7211,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721113,"- - Rolled on four faces or in a closed box pass, of a width exceeding 150 mm and a thickness of not less than 4 mm, not in coils and without patterns in relief",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7212,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721210,- Plated or coated with tin,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721220,- Electrolytically plated or coated with zinc,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721230,- Otherwise plated or coated with zinc,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721250,- Otherwise plated or coated,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7213,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721491,- - Of rectangular (other than square) cross-section,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7215,Other bars and rods of iron or non-alloy steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721510,"- Of free-cutting steel, not further worked than cold-formed or coldfinished",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721550,"- Other, not further worked than cold-formed or cold-finished",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7216,"Angles, shapes and sections of iron or non-alloy steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721610,"- U-, I- or H-profiles, not further worked than hot-rolled, hot-drawn or strand-pressed, with 
height below 80 mm",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721640,"- L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721650,"- Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7217,Wire of iron or non-alloy steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721710,"- Not plated or coated, whether or not polished",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721720,- Plated or coated with zinc,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721730,- Plated or coated with other base metals,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
721891,- - Of rectangular (other than square) cross-section,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7219,"Flat-rolled products of stainless steel, of a width of 600 mm or more .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7220,"Flat-rolled products of stainless steel, of a width of less than 600 mm .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722020,- Not further worked than cold-rolled (cold-reduced),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722100,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steeel .",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7222,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722220,"- Bars and rods, not further worked than cold-formed or cold-finished",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722300,Wire of stainless steel .,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7224,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7225,"Flat-rolled products of other alloy steel, of a width of 600 mm or more .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722530,"- Other, not further worked than hot-rolled, in coils",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722540,"- Other, not further worked than hot-rolled, not in coils",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722550,"- Other, not further worked than cold-rolled (cold-reduced)",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722591,- - Electrolytically plated or coated with zinc,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722592,- - Otherwise plated or coated with zinc,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7226,"Flat-rolled products of other alloy steel, of a width of less than 600 mm .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722691,- - Not further worked than hot-rolled,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722692,- - Not further worked than cold-rolled (cold-reduced),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7227,"Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7228,"Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722830,"- Other bars and rods, not further worked than hot-rolled, hot-drawn or extruded",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722840,"- Other bars and rods, not further worked than forged",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722850,"- Other bars and rods, not further worked than cold-formed or cold-finished",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
722880,- - Of alloy steel or high carbon steel,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7229,Wire of other alloy steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,72
7301,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7302,"The following rail material of iron or steel, for railways or tramways: rails, counter rails and toothed rails, switch tongues, track crossings, switch rods and other parts for switches, sleepers, sleepers, rail seats, seat wedges, base plates, clamping plates, sleepers and other special material for joining or fastening of rails .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730230,"- Switch blades, crossing frogs, point rods and other crossing pieces",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7303,"Tubes, pipes and hollow profiles, of cast iron .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730411,- - Of stainless steeel,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730422,- - Drill pipe of stainless steel,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730424,"- - Other, of stainless steel",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7305,"Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406.4 mm, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7306,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730611,"- - Welded, of stainless steel",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730621,"- - Welded, of stainless steel",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730690,- - With riveted or folded edges,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7307,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730711,- - Of non-malleable cast iron,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730719,- - - Of malleable cast iron,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7308,"Iron and steel structures (excluding prefabricated buildings falling under heading 94.06) and parts therefor (e.g. bridges and bridge sections, lock gates, towers, masts, roofs, rafters, doors and windows and frames and frames therefor and door sills, shutters, railings) , columns and pillars), of iron or steel; plates, bars, profiles, pipes and the like of iron or steel, worked for use in constructions .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
730900,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment .",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7310,"Tanks, casks, drums, pails, cans, boxes and similar containers, of iron or steel, for any material (except containers for compressed or liquefied gases), of a capacity not exceeding 300 litres, whether or not lined or thermally insulated, but without mechanical or thermal equipment .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7311,"Containers for compressed or liquefied gas, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
731210,- - Metal coated,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
731210,- - Not metal coated,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel .",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7314,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
731412,"- - Endless bands for machinery, of stainless steel",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
731414,"- - Other woven cloth, of stainless steel",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
731431,- - Plated or coated with zinc,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
731441,- - Plated or coated with zinc,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7315,"Chain and parts thereof, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
731600,"Anchors, grapnels and parts thereof, of iron or steel .",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7317,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 83.05) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7319,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7320,"Springs and leaves for springs, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7321,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7322,"Central heating radiators, not electrically heated, and parts therefor, of iron or steel; hot air units and hot air distributors (including devices which can also emit fresh or conditioned air), not electrically heated, with a motor-driven fan or blower, and parts therefor, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732211,- - Of cast iron,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7323,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732310,"- Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732391,"- - Of cast iron, not enamelled",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732392,"- - Of cast iron, enamelled",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732393,- - - Gilt or silvered,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732393,"- - - Tin-plated, copper-plated, enamelled, varnished, glazed, lacquered or painted",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732394,"- - Of iron (other than cast iron) or steel, enamelled",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732399,- - - Gilt or silvered,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732399,"- - - Nickel-plated, chromed or polished",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732399,"- - - Tin-plated, copper-plated, enamelled, varnished, glazed, lacquered or painted",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7324,"Sanitary ware and parts thereof, of iron or steel .",,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732410,"- Sinks and wash basins, of stainless steel",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732421,"- - Of cast iron, whether or not enamelled",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732490,"- - - - Nickel-plated, chromed or polished",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732490,"- - - - Tin-plated, copper-plated, enamelled, varnished, glazed, lacquered or painted",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7325,Other cast articles of iron or steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732510,- Of non-malleable cast iron,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
7326,Other articles of iron or steel .,,노르웨이,2024년_노르웨이_관세율표.xlsx,73
732620,- Articles of iron or steel wire,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,73
740100,Copper mattes; cement copper (precipitated copper) .,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740200,Unrefined copper; copper anodes for electrolytic refining .,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7403,"Refined copper and copper alloys, unwrought .",,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740321,- - Copper-zinc base alloys (brass),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740322,- - Copper-tin base alloys (bronze),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740329,- - Other copper alloys (other than master alloys of heading 74.05),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740400,Copper waste and scrap .,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740500,Master alloys of copper .,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7406,Copper powders and flakes .,,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7407,"Copper bars, rods and profiles .",,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740710,- - Hollow profiles,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740721,- - - Hollow profiles,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7408,Copper wire .,,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740821,- - Of copper-zinc base alloys (brass),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740822,- - Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7409,"Copper plates, sheets and strip, of a thickness exceeding 0.15 mm .",,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740940,- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
740990,- Of other copper alloys,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7410,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials), of a thickness (excluding any backing) not exceeding 0.15 mm .",,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741011,- - Of refined copper,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741012,- - Of copper alloys,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741021,- - Of refined copper,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741022,- - Of copper alloys,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7411,Copper tubes and pipes .,,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741121,- - Of copper-zinc base alloys (brass),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741122,- - Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7412,"Copper tube or pipe fittings (for example, couplings, elbows, sleeves) .",,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741210,- Of refined copper,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741220,- Of copper alloys,0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741300,"Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated .",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7415,"Nails, staples, drawing pins, staples (except those booklet pins falling under heading 83.05) and similar articles, of copper or of iron or steel with copper heads; screws, bolts, nuts, screw hooks, rivets, wedges, split pins, washers (including blasting washers) and similar goods, of copper .",,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7418,"Table, kitchen or other household articles and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper; sanitary ware and parts thereof, of copper .",,노르웨이,2024년_노르웨이_관세율표.xlsx,74
7419,Other articles of copper .,,노르웨이,2024년_노르웨이_관세율표.xlsx,74
741920,"- Cast, moulded, stamped or forged, but not further worked",0.0,노르웨이,2024년_노르웨이_관세율표.xlsx,74
